userName,content,score,date,source,translated_content,year
Sandaru Hettiarachchi,"When i submit OTP code, the App says ""App requires a working internet connection, which you don't have at the moment."". Hey i was connected to my SLT Router at the moment which i used to download the App a few moments ago. 🤪🤪🤪🤪",1,2021-05-15 03:11:32,Google Play,"When i submit OTP code, the App says ""App requires a working internet connection, which you don't have at the moment."". Hey i was connected to my SLT Router at the moment which i used to download the App a few moments ago. 🤪🤪🤪🤪",2021.0
Prasanga Dodangoda,Bad,1,2021-05-14 05:57:19,Google Play,Bad,2021.0
RAVINDU AVISHKA,The worst app🤮🤮🤮,1,2021-05-13 08:16:41,Google Play,The worst app🤮🤮🤮,2021.0
Niroshan Bandara,සුපිරි ඇප් එකක්,5,2021-05-13 02:54:25,Google Play,සුපිරි ඇප් එකක්,2021.0
Piushan Seneviratne,"How may apps do you have SLT ?? Mobitel self care , slt selfcare, slt broadband, my slt , datamart, slt public wifi, slt go Couldn't you merge this some apps which contain same features.",2,2021-05-12 19:15:14,Google Play,"How may apps do you have SLT ?? Mobitel self care , slt selfcare, slt broadband, my slt , datamart, slt public wifi, slt go Couldn't you merge this some apps which contain same features.",2021.0
Thirupparan,Worst app i already payed my payment but still not updates.how we can trust this app as a user very disappointed😡😡.,1,2021-05-12 14:20:34,Google Play,Worst app i already payed my payment but still not updates.how we can trust this app as a user very disappointed😡😡.,2021.0
Chamith Shaminda,This is very bad app,1,2021-05-12 06:10:47,Google Play,This is very bad app,2021.0
Bandula Samarakoon,This is a very very bad app that can only be used by the person who created it,1,2021-05-11 15:09:35,Google Play,This is a very very bad app that can only be used by the person who created it,2021.0
lojan 305,This app is really cool and awesome,5,2021-05-11 01:42:04,Google Play,This app is really cool and awesome,2021.0
Ruchira Karunarathne,This app serves well for all my online service requirements..,5,2021-05-10 18:02:49,Google Play,This app serves well for all my online service requirements..,2021.0
Chinthaka Asiri,East to use and appreciate the updates. Cheers!,5,2021-05-10 17:59:50,Google Play,East to use and appreciate the updates. Cheers!,2021.0
Nilanthi Jayakody,Very usefull,5,2021-05-10 16:30:55,Google Play,Very usefull,2021.0
Ruwan Reko,Its a really good app ... All in one App ... Easy for customers,5,2021-05-10 15:35:26,Google Play,Its a really good app ... All in one App ... Easy for customers,2021.0
Mangala Kondage,"Excellent , easy pay biils n add extra GB",5,2021-05-10 15:18:07,Google Play,"Excellent , easy pay biils n add extra GB",2021.0
charuka Rowel,"Easy to use, like this app",5,2021-05-10 15:16:10,Google Play,"Easy to use, like this app",2021.0
savidya jayasinghe,Such a waste of time 👎👎👎👎👎,1,2021-05-10 15:16:06,Google Play,Such a waste of time 👎👎👎👎👎,2021.0
Chandima Dharmadasa,Very useful since i can do most of SLTM related services from this,5,2021-05-10 14:54:37,Google Play,Very useful since i can do most of SLTM related services from this,2021.0
Madhurangi Abeygunasekera,Quite useful! All service under one app!,5,2021-05-10 14:50:54,Google Play,Quite useful! All service under one app!,2021.0
vajira hapuhinna,Fantastic,5,2021-05-10 14:48:27,Google Play,Fantastic,2021.0
Dumindra Wijekoon,Convenient,5,2021-05-10 14:45:28,Google Play,Convenient,2021.0
Krishanthi Senavirathne,"Easy to manage my account. Can see bill amount, pay bills, log any fault without going through call center queue.Even i can forward incoming call to my land line to my mobile through the app when im out of home.",5,2021-05-10 14:35:28,Google Play,"Easy to manage my account. Can see bill amount, pay bills, log any fault without going through call center queue.Even i can forward incoming call to my land line to my mobile through the app when im out of home.",2021.0
Piumalie Fernanado,Superb,5,2021-05-10 14:01:31,Google Play,Superb,2021.0
Sandeera Wimalasena,Overall good. Everything in one.,5,2021-05-10 13:33:54,Google Play,Overall good. Everything in one.,2021.0
Kemlan John,All in one app.,5,2021-05-10 13:19:44,Google Play,All in one app.,2021.0
Chathura Jayasara,Easy to manage all..,5,2021-05-10 13:14:06,Google Play,Easy to manage all..,2021.0
Hugs SriLanka,👍💯,5,2021-05-10 13:05:23,Google Play,👍💯,2021.0
Sathiyanath,"All services in one app, easy to use",5,2021-05-10 12:53:11,Google Play,"All services in one app, easy to use",2021.0
Iresha Sudarshani,sucks,1,2021-05-10 09:19:53,Google Play,sucks,2021.0
Dinindu Ranpathirana,Can't log in to the app... error says there must be only 10 digits to a user name.,1,2021-05-10 09:15:39,Google Play,Can't log in to the app... error says there must be only 10 digits to a user name.,2021.0
Bandula Jayathilaka,😁,5,2021-05-09 17:03:03,Google Play,😁,2021.0
Malindu Nimsara,Apo not working,1,2021-05-09 12:54:05,Google Play,Apo not working,2021.0
Jagath Senadeera,Ubala me apaka dammata aye aka diha herilawath balan nedde 1212 gaththath hemawelema busy ubala weda karanawada nethnam wens mouth karanawada,1,2021-05-08 12:28:54,Google Play,I don't know why,2021.0
Kavindu Udayanga,👍👍👍👍👍,5,2021-05-08 09:18:59,Google Play,👍👍👍👍👍,2021.0
Zain Ahamed,What the hell is this stupid UI?! Who even designed it. Really difficult. 😑,1,2021-05-07 11:27:10,Google Play,What the hell is this stupid UI?! Who even designed it. Really difficult. 😑,2021.0
Rifai Meerashahib,good,5,2021-05-07 08:09:22,Google Play,good,2021.0
Danushka Niroshan,😕,1,2021-05-07 04:58:23,Google Play,😕,2021.0
Chamath Atukorale,"App does not work. Always a message comes as ""Services will be available soon"". Tried multiple times but no use. Will uninstall.",1,2021-05-07 04:01:29,Google Play,"App does not work. Always a message comes as ""Services will be available soon"". Tried multiple times but no use. Will uninstall.",2021.0
Saminda Gunawardhana,Super,5,2021-05-06 10:40:16,Google Play,Super,2021.0
Shalini Fonseka,Hopeless. And customer service at SLT is so bad,1,2021-05-06 03:11:34,Google Play,Hopeless. And customer service at SLT is so bad,2021.0
Thushari Perera,Very bad app.,1,2021-05-06 02:31:20,Google Play,Very bad app.,2021.0
Tharin Senidu,Wow,5,2021-05-04 09:24:09,Google Play,Wow,2021.0
Asitha Jayasekera,"Really helpful to add Extra GB, pay bills etc",5,2021-05-04 06:04:41,Google Play,"Really helpful to add Extra GB, pay bills etc",2021.0
Nihal Vijayananda,"Unprofessional, crazy and unpractical App. When registration started always say invalid username and invalid password. But unfortunately still SLT is sleeping without rectifying the App. Please do not insult your valuable customers since you are survive form them. Clearly shows careless and unconcern attention.😡😡😡",1,2021-05-03 03:37:20,Google Play,"Unprofessional, crazy and unpractical App. When registration started always say invalid username and invalid password. But unfortunately still SLT is sleeping without rectifying the App. Please do not insult your valuable customers since you are survive form them. Clearly shows careless and unconcern attention.😡😡😡",2021.0
Menaka Amarawansa,"After new update, app become BS. Fix banner allocation use 50% of mobile screen and hassle to use. Prefer old UI. Much better .",2,2021-05-02 13:28:52,Google Play,"After new update, app become BS. Fix banner allocation use 50% of mobile screen and hassle to use. Prefer old UI. Much better .",2021.0
Nuwan Gunarathna,Dose not updated payment details,1,2021-05-01 15:40:47,Google Play,Dose not updated payment details,2021.0
Malindu Pabasara,Crashing during the login😑,1,2021-05-01 08:06:04,Google Play,Crashing during the login😑,2021.0
Janith Wijekoon,App crashed everytime when i try to start up. Redmi Note 7,1,2021-05-01 05:54:31,Google Play,App crashed everytime when i try to start up. Redmi Note 7,2021.0
Milinda Senanayaka,Samsung j7 prime .app crash automatically wrost app,1,2021-05-01 05:16:52,Google Play,Samsung j7 prime .app crash automatically wrost app,2021.0
Sajith Neyomal,Does not update the bill details in the latest update. Cannot even fulfill a basic requirement. Knew this was ganna when it got merged with the M 🤣,1,2021-05-01 03:54:35,Google Play,Does not update the bill details in the latest update. Cannot even fulfill a basic requirement. Knew this was ganna when it got merged with the M 🤣,2021.0
Chamod Hasanka,App is fully failure,1,2021-05-01 02:29:49,Google Play,App is fully failure,2021.0
Therese Nilmini Bopearachchi,Worst app. I tried OTP five times. Always says invalid. Just wasted my data for hours. Sad to see such a big communication company cannot launch a standard app. How sad.. 👎👎👎,1,2021-04-30 16:20:55,Google Play,Worst app. I tried OTP five times. Always says invalid. Just wasted my data for hours. Sad to see such a big communication company cannot launch a standard app. How sad.. 👎👎👎,2021.0
Vishwa Liyanagedara (V I S H U),මොකක්ද බං හොදට තිබ්බ ඇප් එකට කරේ 😏😒 ඕපන් වෙන්නෙත් නෑනේ දැං 😐😐😐 චාටර් ඈ.. 👎👎,1,2021-04-30 13:54:31,Google Play,මොකක්ද බං හොදට තිබ්බ ඇප් එකට කරේ 😏😒 ඕපන් වෙන්නෙත් නෑනේ දැං 😐😐😐 චාටර් ඈ.. 👎👎,2021.0
K.Thumula Kavindu,"This application has lot of modern needs as a cx but still it needs lot of improvements. Release more updates offently, because app has lot of bugs and stiff. Applications has lot of useful features, should give more attention to the customers.",4,2021-04-30 02:12:42,Google Play,"This application has lot of modern needs as a cx but still it needs lot of improvements. Release more updates offently, because app has lot of bugs and stiff. Applications has lot of useful features, should give more attention to the customers.",2021.0
Nusry,UI/UX is terrible. Too much clutter for a user,2,2021-04-29 17:00:02,Google Play,UI/UX is terrible. Too much clutter for a user,2021.0
Ravindu Ekanayaka,Can't pay the bill online !,1,2021-04-29 03:32:47,Google Play,Can't pay the bill online !,2021.0
Prabath Anuradha,This app not working for Android 8.1.0,1,2021-04-28 01:24:28,Google Play,This app not working for Android 8.1.0,2021.0
Induwara Buddhi Theekshana,ඇප් එක වැඩ කරන්නේ නෑ. stop වෙනවා,1,2021-04-27 15:35:04,Google Play,ඇප් එක වැඩ කරන්නේ නෑ. stop වෙනවා,2021.0
Pujitha Chathuranga,The most stupid app ever met. Never expect this kind of error in SLT,1,2021-04-27 02:02:34,Google Play,The most stupid app ever met. Never expect this kind of error in SLT,2021.0
Nimal Kumarasinghe,After the update app automatically log off my account. Now I cannot log in again.,1,2021-04-27 01:51:54,Google Play,After the update app automatically log off my account. Now I cannot log in again.,2021.0
w a c,😀😀😀,5,2021-04-27 00:59:27,Google Play,😀😀😀,2021.0
Prasanna Fernando,bad,1,2021-04-26 11:47:24,Google Play,bad,2021.0
Pramila Dahanayaka,This app is not Work for Huwai nova7i phone.,1,2021-04-26 03:07:25,Google Play,This app is not Work for Huwai nova7i phone.,2021.0
umaluxman kanagasingam,"Always ""Service temporarily unavailable"". App is not working after the update. Does anyone know the email id to raise complaint?",1,2021-04-26 02:57:29,Google Play,"Always ""Service temporarily unavailable"". App is not working after the update. Does anyone know the email id to raise complaint?",2021.0
Prasad Lakmal,very bad,1,2021-04-25 18:43:55,Google Play,very bad,2021.0
Malith Lahiru Chamikara,Keep crashing i need some solution please,1,2021-04-25 15:31:22,Google Play,Keep crashing i need some solution please,2021.0
Crazy King,Cool UI and the functions are also working fine in my phone.It's better if you guys can improve the colors .,5,2021-04-25 13:52:57,Google Play,Cool UI and the functions are also working fine in my phone.It's better if you guys can improve the colors .,2021.0
thar raj,Kind of easy when all are in one app.,5,2021-04-25 13:26:46,Google Play,Kind of easy when all are in one app.,2021.0
Seetha Silva,Very nice,5,2021-04-25 13:22:04,Google Play,Very nice,2021.0
Dhanushka Silva,All slt apps together in one app 👌 great slt,5,2021-04-25 13:10:20,Google Play,All slt apps together in one app 👌 great slt,2021.0
Sam Priyankara,"Can't pay bill, Ui development very bad....java scrpit not sporting..",1,2021-04-25 11:07:52,Google Play,"Can't pay bill, Ui development very bad....java scrpit not sporting..",2021.0
Rizly Saneek,WASTE APP,1,2021-04-25 05:25:50,Google Play,WASTE APP,2021.0
Chris Nethun,Can't pay ebill. Can't type otp number. Please fix this.,1,2021-04-24 16:35:57,Google Play,Can't pay ebill. Can't type otp number. Please fix this.,2021.0
Sanveed Faisal,Keeps on crashing,1,2021-04-24 14:54:22,Google Play,Keeps on crashing,2021.0
Janith Yapa,App crashed just after login.. can't do anything..,1,2021-04-24 12:59:15,Google Play,App crashed just after login.. can't do anything..,2021.0
Kushan Thilanga,"Can't even pay my bill in this app, previous app is better than this. This new updated app is complete failure.. worst app ever.. i tried to pay bill, but it did not go through payment prossces.. atleaset this app dosen't show my account status.. now my internet is not working. SLT is Totally Waste of time and waste of your money.",1,2021-04-23 11:10:00,Google Play,"Can't even pay my bill in this app, previous app is better than this. This new updated app is complete failure.. worst app ever.. i tried to pay bill, but it did not go through payment prossces.. atleaset this app dosen't show my account status.. now my internet is not working. SLT is Totally Waste of time and waste of your money.",2021.0
Lahiru Shamika Perera,Great application.,5,2021-04-22 18:51:51,Google Play,Great application.,2021.0
Nimesh Chathuranga,I can't type one time password when i trying to pay the bill,1,2021-04-22 15:09:44,Google Play,I can't type one time password when i trying to pay the bill,2021.0
Trien Mirando,Failing app.,1,2021-04-22 14:46:04,Google Play,Failing app.,2021.0
Asoka de Silva,My Slt app is not working in samsung android phone. Installed several times but same.,1,2021-04-22 05:45:15,Google Play,My Slt app is not working in samsung android phone. Installed several times but same.,2021.0
Chānuka Palliyaguruge,Please redo the UX! It's bloody awful. Previous one was way more better than this. UX is like suddenly went to 2005 😌,2,2021-04-21 05:12:56,Google Play,Please redo the UX! It's bloody awful. Previous one was way more better than this. UX is like suddenly went to 2005 😌,2021.0
Alma Flores,Have been trying to access the app for the past few days and it keeps saying unavailable. I usually check my data there. So so annoyed 😠,1,2021-04-20 10:47:36,Google Play,Have been trying to access the app for the past few days and it keeps saying unavailable. I usually check my data there. So so annoyed 😠,2021.0
Dinindu Thiwanka,Best app from SLT,5,2021-04-20 08:22:07,Google Play,Best app from SLT,2021.0
RUWAN jayasooriya,It's not good,1,2021-04-19 02:07:20,Google Play,It's not good,2021.0
Gamunu Deshan,Can't pay money with new update fix it,2,2021-04-18 08:08:49,Google Play,Can't pay money with new update fix it,2021.0
Induru Mihidum,App crashes on start worst app so far,1,2021-04-18 07:45:08,Google Play,App crashes on start worst app so far,2021.0
SL Lion Technology,this app is not working,1,2021-04-17 12:48:26,Google Play,this app is not working,2021.0
Thusitha Gunawardena,App keeps crashing. I could never use the app. I am using a Samsung Galaxy Note 9. Android version 8.1.0,1,2021-04-17 12:30:50,Google Play,App keeps crashing. I could never use the app. I am using a Samsung Galaxy Note 9. Android version 8.1.0,2021.0
Paran Kabi,Payment method does not work,1,2021-04-17 08:00:49,Google Play,Payment method does not work,2021.0
Susantha dias bandaranayaka,Good,5,2021-04-17 06:34:15,Google Play,Good,2021.0
Aruna Priyanka,Complete failure. Only useful thing is I can see the outstanding balance. That's also confusing. It shows no of outstanding balances for different months and does not mean anything to me. And for mobitel it again open the same old app. I can't see any link to data mart. We expected data mart to be included in my mobitel app earlier. Now this app made everything more complicated. You guys need to hire good developers. This is not what we expected.,1,2021-04-17 03:14:28,Google Play,Complete failure. Only useful thing is I can see the outstanding balance. That's also confusing. It shows no of outstanding balances for different months and does not mean anything to me. And for mobitel it again open the same old app. I can't see any link to data mart. We expected data mart to be included in my mobitel app earlier. Now this app made everything more complicated. You guys need to hire good developers. This is not what we expected.,2021.0
Sahan Methsara,😒😒😒the app slowly 🐌😌😌😔😔😔🤥🤥🤥😬😬🤐🤐🤐🤨🤨🤨😐😐😐🙁😟😕☹🙁☹☹☹☹☹😫😫😫😩😩,1,2021-04-16 15:00:58,Google Play,😒😒😒the app slowly 🐌😌😌😔😔😔🤥🤥🤥😬😬🤐🤐🤐🤨🤨🤨😐😐😐🙁😟😕☹🙁☹☹☹☹☹😫😫😫😩😩,2021.0
Sanjee S,Can't make a payment,1,2021-04-16 02:46:27,Google Play,Can't make a payment,2021.0
OV Gaming,Great app,5,2021-04-16 01:56:43,Google Play,Great app,2021.0
Nadeeja Munasinghe,App gets forced closed when loading dash board after login. Before the update it was working fine,1,2021-04-16 01:41:17,Google Play,App gets forced closed when loading dash board after login. Before the update it was working fine,2021.0
Asanka Sovis,The interface is a disaster. Payment portal is broken. Nothing makes sense on the interface. I don't know why you can't make it as good as the SLT Broadband app.,1,2021-04-15 14:27:24,Google Play,The interface is a disaster. Payment portal is broken. Nothing makes sense on the interface. I don't know why you can't make it as good as the SLT Broadband app.,2021.0
Nelush Gayashan Fernando,App is not functioning in rooted devices. So fix this quickly.,1,2021-04-15 11:22:19,Google Play,App is not functioning in rooted devices. So fix this quickly.,2021.0
Sandali Boteju,After the last update I'm unable to login.,1,2021-04-15 03:46:32,Google Play,After the last update I'm unable to login.,2021.0
Hesanda Rajapaksha,It cant even pay bills,1,2021-04-14 10:59:50,Google Play,It cant even pay bills,2021.0
Pawan Himanka Samarakoon Samarakoon,The app is crashing at the start,1,2021-04-14 01:28:04,Google Play,The app is crashing at the start,2021.0
Saliya Lalinda Kumara,Not working,1,2021-04-13 06:11:02,Google Play,Not working,2021.0
Lahiru Nanayakkara,After update app suddenly closed. Tried to completely uninstalled and reinstalled but problem still persit.,1,2021-04-12 12:52:28,Google Play,After update app suddenly closed. Tried to completely uninstalled and reinstalled but problem still persit.,2021.0
Dilan Hasitha,App is not working after the latest update,1,2021-04-12 06:22:28,Google Play,App is not working after the latest update,2021.0
e.w. Chandrasiri,It sucks. It is very very slow. The data usage is not showing. It keep loading. Also the UI isn't very good.,1,2021-04-12 03:49:30,Google Play,It sucks. It is very very slow. The data usage is not showing. It keep loading. Also the UI isn't very good.,2021.0
P.L.I. Wimalaratne,Doesn't work after update,1,2021-04-11 12:36:53,Google Play,Doesn't work after update,2021.0
__RV__FDO [vazians],Verry usefull update 😍,5,2021-04-10 16:20:50,Google Play,Verry usefull update 😍,2021.0
Thanuja Nilakshi,"After update, it can't open.!!",1,2021-04-10 10:40:11,Google Play,"After update, it can't open.!!",2021.0
prabhath madhusanka,Very hard to pay bills,1,2021-04-10 08:24:01,Google Play,Very hard to pay bills,2021.0
RUCHIRA Kariyawasam,After latest update we can't login. No use of using this.,1,2021-04-10 07:23:42,Google Play,After latest update we can't login. No use of using this.,2021.0
Thaveesha Sumanasekara,App does not work,1,2021-04-10 02:04:16,Google Play,App does not work,2021.0
Saweera Gamage,No longer works on rooted devices,1,2021-04-09 14:13:44,Google Play,No longer works on rooted devices,2021.0
Zinan MWM,Updated Features හොඳයි. හැබැයි APP එක නිතරම crash වෙනවා. මේ ගැන අවධානය යොමුකරන්න.,5,2021-04-09 02:11:50,Google Play,Updated Features හොඳයි. හැබැයි APP එක නිතරම crash වෙනවා. මේ ගැන අවධානය යොමුකරන්න.,2021.0
slt app,It's lot of additions.. much convenient to customers,5,2021-04-08 10:00:47,Google Play,It's lot of additions.. much convenient to customers,2021.0
Dhanushka Prasad Bandara,Great app!!,5,2021-04-08 09:08:56,Google Play,Great app!!,2021.0
Asanka Priyadarshana,Love it..... This would be my app of the year so far,5,2021-04-08 08:59:30,Google Play,Love it..... This would be my app of the year so far,2021.0
Iguanodon Bernissartensis,Not working,1,2021-04-07 04:21:14,Google Play,Not working,2021.0
Brinthan Thavaneswaran,After latest update app is hell lot of slow and taking forever to load. And doesnt load anything at the end too. The App is BROKEN.,1,2021-04-07 02:45:17,Google Play,After latest update app is hell lot of slow and taking forever to load. And doesnt load anything at the end too. The App is BROKEN.,2021.0
Chinthaka Perera,App not working after updated..its stucks,1,2021-04-06 23:58:47,Google Play,App not working after updated..its stucks,2021.0
Baskaran Ajiharan,Worst app always crashes,1,2021-04-06 18:13:29,Google Play,Worst app always crashes,2021.0
Dulanka Lokubalasooriya,Poor app. I failed to even sign up cause this stupid app keep saying I don't have working internet while I do.,1,2021-04-06 16:25:14,Google Play,Poor app. I failed to even sign up cause this stupid app keep saying I don't have working internet while I do.,2021.0
Praveen Randeniya,App is not working after the update,1,2021-04-06 14:27:59,Google Play,App is not working after the update,2021.0
Nilanthi Weerasinghe,Super,1,2021-03-25 10:18:23,Google Play,Super,2021.0
Eranga Wickramasinghe,worst app ever,1,2021-03-23 06:18:56,Google Play,worst app ever,2021.0
anura desilva,Average,3,2021-03-21 09:43:48,Google Play,Average,2021.0
krish saman,මාසේ ඉතුරු වුන data අනිත් මාසෙට එකතු කරන්න..අපි සල්ලි ගෙවලා ගන්න ඒවා ඔයාලා වංචා කරනවා...එහෙම කරන්න එපා..ඉතුරු වුන data අනිත් මාසෙට add කරන්න...,1,2021-03-15 15:21:58,Google Play,මාසේ ඉතුරු වුන data අනිත් මාසෙට එකතු කරන්න..අපි සල්ලි ගෙවලා ගන්න ඒවා ඔයාලා වංචා කරනවා...එහෙම කරන්න එපා..ඉතුරු වුන data අනිත් මාසෙට add කරන්න...,2021.0
SANDI “SANDI” MALLAWAARACHCHI,Cant even login,1,2021-03-15 07:47:04,Google Play,Cant even login,2021.0
Mohan Samaratunge,Helpful,5,2021-03-11 03:56:45,Google Play,Helpful,2021.0
Nalin Saminda Kumara,Good Application,5,2021-02-28 03:53:05,Google Play,Good Application,2021.0
Rithma Bhasura,Super,5,2021-02-22 13:33:57,Google Play,Super,2021.0
Sudaraka Devapriya G.K.,The worst app and worst customer service ever. Online payments haven't completed. Then can't correct it via customer service. worst experience ever.,1,2021-02-22 09:48:23,Google Play,The worst app and worst customer service ever. Online payments haven't completed. Then can't correct it via customer service. worst experience ever.,2021.0
Geethani Kalatuwava,🎙️,3,2021-02-21 16:33:29,Google Play,🎙️,2021.0
Asitha lakshan,Aaaw,5,2021-02-21 01:44:30,Google Play,AAAW,2021.0
Uditha Hettiarachchi,Excellent,5,2021-02-19 01:01:43,Google Play,Excellent,2021.0
Kumarasiri Manage,This app is not working properly. Unable to add my telephone number.,1,2021-02-16 15:01:41,Google Play,This app is not working properly. Unable to add my telephone number.,2021.0
Pamudu Pinsara,යම් තාක් දුරට සෑහීමට පත් විය හැකියි..,3,2021-02-11 09:57:44,Google Play,යම් තාක් දුරට සෑහීමට පත් විය හැකියි..,2021.0
Omila Mananayaka,Can't even pay the BILL... Don't you need our money 😅😅,1,2021-02-03 05:34:11,Google Play,Can't even pay the BILL... Don't you need our money 😅😅,2021.0
Ashan Ruwandika,👍,3,2021-02-02 21:12:07,Google Play,👍,2021.0
Mahesh Jayampathy,Best,5,2021-02-01 14:09:21,Google Play,Best,2021.0
Mhd Faizulla,"Worst app, improve some features",1,2021-01-31 18:46:30,Google Play,"Worst app, improve some features",2021.0
Lalith Kumara,Good you app,5,2021-01-31 07:24:59,Google Play,Good you app,2021.0
Tharini Dulanjalee,Good,5,2021-01-27 06:22:21,Google Play,Good,2021.0
prasanna kumara,👍👍👍,2,2021-01-26 14:01:54,Google Play,👍👍👍,2021.0
Akila Bandara,Best application,5,2021-01-24 06:50:28,Google Play,Best application,2021.0
Shanaz Marrikar,Good improvement by SLT,5,2021-01-21 17:06:53,Google Play,Good improvement by SLT,2021.0
Rathnayake Gunasiri,"Great app that only works for 1212 SLT 4G routers. 👍👍👍👍 😎😎😎 good realy.If this dosen,t work call the slt company nomber then they,ll give you user name and the password don,t worry it will work and also it worked to me😁(i am a SL man 😎)",5,2021-01-12 16:43:15,Google Play,"Great app that only works for 1212 SLT 4G routers. 👍👍👍👍 😎😎😎 good realy.If this dosen,t work call the slt company nomber then they,ll give you user name and the password don,t worry it will work and also it worked to me😁(i am a SL man 😎)",2021.0
Nadeeka Perera,"Worst app ever. Cannot check broadband usage even though there's a link to it. It says to download SLT Broadband. Why should we download another app after downloading MySLT???? We should be able to check everything from one app. SLT broadband has a bug and even after entering the correct password it says ""wrong password"" ....we have to enter the same password 10-15 times to log in. Useless as ever. SLT is boasting about their quality but they cannot even make a properly functioning app.... Shame",1,2021-01-08 10:34:20,Google Play,"Worst app ever. Cannot check broadband usage even though there's a link to it. It says to download SLT Broadband. Why should we download another app after downloading MySLT???? We should be able to check everything from one app. SLT broadband has a bug and even after entering the correct password it says ""wrong password"" ....we have to enter the same password 10-15 times to log in. Useless as ever. SLT is boasting about their quality but they cannot even make a properly functioning app.... Shame",2021.0
Meth Jaya,One of the worst company. Took 12 hours to get my 4G LTE connection. I have mailed so many times and this is a kind of time wastage.,1,2021-01-07 15:16:36,Google Play,One of the worst company. Took 12 hours to get my 4G LTE connection. I have mailed so many times and this is a kind of time wastage.,2021.0
tharuka Dhananjana,Hena ගහපිය තොපිට,5,2021-01-04 07:53:57,Google Play,Hena ගහපිය තොපිට,2021.0
Malith Ransika Sahabandu,Better use 1 app for all the services...,3,2021-01-01 10:17:07,Google Play,Better use 1 app for all the services...,2021.0
Thive Rich,😍 💙,5,2020-12-29 15:18:10,Google Play,😍 💙,2020.0
Ruvindra Sathsarani,So many bugs. Cant even log in to the account. So annoying. Worst app ever.,1,2020-12-29 12:39:23,Google Play,So many bugs. Cant even log in to the account. So annoying. Worst app ever.,2020.0
Luxman Ariyadasa,No broadband usage working Online payment not working Bad app,1,2020-12-25 11:55:37,Google Play,No broadband usage working Online payment not working Bad app,2020.0
ajith basnayake,Always say no internet or invalid username 🤖🤖🎅,1,2020-12-24 15:57:54,Google Play,Always say no internet or invalid username 🤖🤖🎅,2020.0
Malinda Pannilage,Bad,1,2020-12-21 13:02:22,Google Play,Bad,2020.0
Gayan H,"Cano do anything through this ""Self Care"" app. Its just to there to show you things you know. No servise activation or de activation options. Very primitive app.",1,2020-12-19 07:03:55,Google Play,"Cano do anything through this ""Self Care"" app. Its just to there to show you things you know. No servise activation or de activation options. Very primitive app.",2020.0
punsith perera,This iia good,5,2020-12-16 15:41:08,Google Play,This iia good,2020.0
Horizo School of English Kelaniya,Good,5,2020-12-16 03:09:24,Google Play,Good,2020.0
Arunaloka Dayananda,This is very good app. And I'm always with SLT and mobitel,5,2020-12-16 01:54:01,Google Play,This is very good app. And I'm always with SLT and mobitel,2020.0
Nishadha Rodrigo,The app is not working I can't join.,1,2020-12-15 18:10:06,Google Play,The app is not working I can't join.,2020.0
anura athapattu,Many options are not enabled to work properly or the options lack proper direction to get help from slt,2,2020-12-11 01:18:10,Google Play,Many options are not enabled to work properly or the options lack proper direction to get help from slt,2020.0
Renu Weerasigha,🤕,4,2020-12-10 04:28:06,Google Play,🤕,2020.0
Saga Holidays LK,Please add VIEW BILL option payment history and bill history,5,2020-12-08 15:10:21,Google Play,Please add VIEW BILL option payment history and bill history,2020.0
Chandare,මේ මළ ඉලව්ව වැඩ කරන්නේ නැතෝ...,1,2020-12-08 08:34:25,Google Play,මේ මළ ඉලව්ව වැඩ කරන්නේ නැතෝ...,2020.0
Hashan Ranasinghe,Unistalled . What a shame that big business entity like SLT can't provide a at least proper working app to its customers..,1,2020-12-05 17:45:14,Google Play,Unistalled . What a shame that big business entity like SLT can't provide a at least proper working app to its customers..,2020.0
Ragulan Gopalapillai,So many errors. Even can't see the bills,1,2020-12-01 02:09:57,Google Play,So many errors. Even can't see the bills,2020.0
Nuwan Abeysinghe,Fail app,1,2020-11-28 17:47:16,Google Play,Fail app,2020.0
PUSHPIKA LAHIRU MEEGODA,"Worst app and the worst website who claim to be the best in telecommunication industry. I tried to make a complain in the app, that feature also unavailable There is no way to check bill and pay it. It says feature unavailable Even your websites are suck, to check balance there is a wesite pay it another one and for check usage theres another etc. Etc.",1,2020-11-28 11:36:34,Google Play,"Worst app and the worst website who claim to be the best in telecommunication industry. I tried to make a complain in the app, that feature also unavailable There is no way to check bill and pay it. It says feature unavailable Even your websites are suck, to check balance there is a wesite pay it another one and for check usage theres another etc. Etc.",2020.0
Dr.Mangala Amarasingha,Excellent platform for all SLT services...,5,2020-11-27 15:37:53,Google Play,Excellent platform for all SLT services...,2020.0
Yanuka Deneth (YASHURA),Pretty good so far.,5,2020-11-24 16:39:05,Google Play,Pretty good so far.,2020.0
tharusha nawod,මොන මගුලක් ද බං මේ APP එක. Bill details බලන්න ක්‍රමයක් නැනේ. මේ APP එකෙන් තියෙන වැඩේ මොකද්ද එහෙම නැත්තන්. Developing නම් zero. 🤣🤣,1,2020-11-24 05:28:31,Google Play,මොන මගුලක් ද බං මේ APP එක. Bill details බලන්න ක්‍රමයක් නැනේ. මේ APP එකෙන් තියෙන වැඩේ මොකද්ද එහෙම නැත්තන්. Developing නම් zero. 🤣🤣,2020.0
Gayan Wijetunga,Request service upgrade option is not available,1,2020-11-22 16:48:03,Google Play,Request service upgrade option is not available,2020.0
